商品ID,商品名,商品説明
pjzox7VsMT5wax37TXmXDR,DAZZY デイジー　キャバドレス　レース　フリル　ペプラム　タイト　ミニ　パールボタン　ゴールドベルト　XS,"0742

＊サイズ
XS
肩幅 約30cm
身幅 約35cm
着丈 約80cm
袖丈約7cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック、ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
AMCafKhbcQukpNj6RNCJuD,JEWELS ジュエルズ　キャバドレス　ツイード　フリンジ　ノースリーブ　ミディ　タイト　M,"0741

＊サイズ
M
肩幅 約32cm
身幅 約40cm
着丈 約100cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
レッド


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
DXrWMBCmtjFvQUhQgXbCdZ,740 dazzy store  デイジーストア　キャバドレス　刺繍　フラワー　シアー　XS タイト　ミニ,"0740

＊サイズ
XS
肩幅 約32cm
身幅 約36cm
着丈 約73cm
袖丈約27cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション
胸元ややシミ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
nizM7aYCqD7YL3jfxH4jwn,739 dazzy store デイジーストア　キャバドレス　レース　リボン　ストーン　パール　タイト　M,"0739

＊サイズ
M
肩幅 約31cm
身幅 約36cm
着丈 約82cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト、グレー


＊素材
ポリエステル、ポリウレタン


＊コンディション
胸元やや汚れ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
VYBPck7VxrV7z9FEvDdfEB,738 BayBClub ベイビークラブ　キャバドレス　フレア　レース　シースルー　ドットパールボタン,"0738

＊サイズ
F
肩幅 約30cm
身幅 約36cm
着丈 約78cm
袖丈約6cm
素人採寸の為誤差はご了承下さい。

＊カラー
ベージュ


＊素材
ポリエステル、ポリウレタン


＊コンディション
臭い

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
NGNSkwvei3iJscyZvGyvFf,737 Tika ティカ　キャバドレス　オフショル　フリル　バイカラー　M タイト　ミニ,"0737

＊サイズ
M
肩幅 約cm
身幅 約38cm
着丈 約78cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
YCv99YJyqDofJVE2PzU7Pj,736 JEWELS ジュエルズ　キャバドレス　ツイードチェック　フリンジ　タイト　ミディ　S,"0736

＊サイズ
S
肩幅 約31cm
身幅 約37cm
着丈 約90cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック、ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション
脇下ややシミ
裏地破れ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
ndgjHRF5XeWbso34dhJNn8,735 dazzy store デイジーストア　キャバドレス　総レース　タイト　ミニ　シアーフリル　M,"0735

＊サイズ
M
肩幅 約36cm
身幅 約38cm
着丈 約83cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション
裾サイド汚れ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
o57aM2989EcvTbdotP7AeY,734 suger nine  キャバドレス　ファー　リボン　フレア　ビジューストラップ　チェックツイードラメ　M,"0734

＊サイズ
M
肩幅 約cm
身幅 約37cm
着丈 約80cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
レッド


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
rcW6ckrGwXSKaaTzpR42pa,733 evelyn キャバドレス　チェック　ツイードラメ　フリル　パールボタン　ミニ,"0733

＊サイズ
F
肩幅 約32cm
身幅 約41cm
着丈 約78cm
袖丈約6cm
素人採寸の為誤差はご了承下さい。

＊カラー
ピンク、ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション
汚れ、ボタン一つ取れ

パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
EDEPpHNh8k9yxsnmxtPdH5,Tika  ティカ　キャバドレス　チェック　タイト　ビジューボタン　M,"0732

＊サイズ
M
肩幅 約36cm
身幅 約38cm
着丈 約78cm
袖丈約28cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック、ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション
ほつれ、毛玉

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
QqBaCAi225PB29KjLquYpH,dazzy store  デイジーストア　キャバドレス　レース　ペプラム　ゴールド金具　タイト　ミニ　M,"0731

＊サイズ
M
肩幅 約35cm
身幅 約34cm
着丈 約81cm
袖丈約12cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック


＊素材
ポリエステル、ポリウレタン


＊コンディション
ストーン取れ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
gT8oHm3p9XXJQgP4bcKNg7,730 ツイードラメノースリーブドレス　キャバドレス　パールボタン　ゴールド　S,"0730

＊サイズ
S
肩幅 約39cm
身幅 約38cm
着丈 約82cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ライトブルー


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
uYLmBU2Z89rha4zFZzf6uW,729 Tika  ティカ　キャバドレス　総レース　サイドシースルー　S,"0729

＊サイズ
S
肩幅 約30cm
身幅 約38cm
着丈 約82cm
袖丈約55cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
Wkg85q8iUVC6yDbQvposN3,728 JEWELS ジュエルズ　キャバドレス　ツイード　マーメイド　タイト　ミニ　M,"0728

＊サイズ
M
肩幅 約38cm
身幅 約43cm
着丈 約83cm
袖丈約6cm
素人採寸の為誤差はご了承下さい。

＊カラー
クリーム、ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション
ややほつれ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
LbiLir22DeTob3eviCUmVS,ROBE de  FLEURS ローブドフルール　キャバドレス　ツイードラメ　襟ストーン　ノースリーブ　ドット　シースルー　M,"0727

＊サイズ
M
肩幅 約30cm
身幅 約36cm
着丈 約77cm
袖丈約6cm
素人採寸の為誤差はご了承下さい。

＊カラー
ピンク系


＊素材
ポリエステル、ポリウレタン


＊コンディション
ボタン2つ取れ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
7oCKMPrF7aqBFvey9RrPjE,726 an アン　キャバドレス　ツイードラメ　フリンジ　タイト　ミニ　M,"0726

＊サイズ
M
肩幅 約31cm
身幅 約40cm
着丈 約80cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
イエロー


＊素材
ポリエステル、ポリウレタン


＊コンディション
ややほつれ

パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
6TDo4imiakML3S6JsswH6S,725 BayBClub ベイビークラブ　キャバドレス　花柄刺繍　シャツ風ワンピース,"0725

＊サイズ

肩幅 約34cm
身幅 約47cm
着丈 約88cm
袖丈約24cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
eN7GKycWEK4JxQEnSM4s7k,ROBE de  FLEURS ローブドフルール　キャバドレス　ストーン　ミニ　タイト　総レース　リボン　サイドシアー　XS,"0724

＊サイズ
XS
肩幅 約36cm
身幅 約34cm
着丈 約71cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ピンク


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
K8sxxmQhfaVcoRCvebtB8R,723 ROBE de  FLEURS ローブドフルール　キャバドレス　ビジュー　ストーン　総レース　フリル　タイト　ミニ　M,"0723

＊サイズ
M
肩幅 約30cm
身幅 約38cm
着丈 約80cm
袖丈約7cm
素人採寸の為誤差はご了承下さい。

＊カラー
レッド


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
HqRqdNq49a4is9S7E9V3kP,DEA by ROBE de  FLEURS ディアバイローブドフルール　キャバドレス　ツイードラメ　フリル　タイト　S ミニ,"0722

＊サイズ
S
肩幅 約27cm
身幅 約39cm
着丈 約90cm
袖丈約7cm
素人採寸の為誤差はご了承下さい。

＊カラー
イエロー


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
ZtLY2TbY5RNtG726wru2VW,721 DEA by ROBE de  FLEURS ディアバイローブドフルール　キャバドレス　ツイードラメ　フリンジ　ノースリーブ　S タイト,"0721

＊サイズ
S
肩幅 約31cm
身幅 約38cm
着丈 約94cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック


＊素材
ポリエステル、ポリウレタン


＊コンディション
ややほつれ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
tiCXyZuk4KWyAJo8bJmHAK,COCO&YUKA  キャバドレス　シフォンタイトドレス　ミニ　S,"0720

＊サイズ
S
肩幅 約cm
身幅 約32cm
着丈 約70cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
LmvgjK3CNiTuSCKT4kEsXU,toasoa  キャバドレス　キャミ　ゴールドジップ　フレア　ミニ　タイト,"0719

＊サイズ

肩幅 約cm
身幅 約30cm
着丈 約74cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック


＊素材
ポリエステル、ポリウレタン


＊コンディション
透け感あり

パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
nXe75ZNuQ9RhxPamG84vnG,718 DEA by ROBE de  FLEURS クロシェレース　シフォン　プリーツ　S タイト,"0718

＊サイズ
S
肩幅 約34cm
身幅 約34~cm
着丈 約116cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
クリームホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
mqGipC9iprYifNwwca6pbF,717 And xi  キャバドレス　ツイード　ゴールドボタン　ミニ　タイト　ナイトドレス,"0717

＊サイズ

肩幅 約33cm
身幅 約41cm
着丈 約80cm
袖丈約21cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション
数カ所ほつれ

パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
bFXU3EL54ovnaCRg3xKemX,716 Vanity ME  バニティーミー　キャバドレス　ストーン　シンプル　ワンピース　M,"0716

＊サイズ
M
肩幅 約31cm
身幅 約44cm
着丈 約86cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック


＊素材
ポリエステル、ポリウレタン


＊コンディション
数カ所ストーン取れ

パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
qJBFisAobLJYskfKxSF3cF,キャバドレス　袖切り替えシアー　ワンピース　シンプル　スリット　M,"0715

＊サイズ
M
肩幅 約32cm
身幅 約44cm
着丈 約86cm
袖丈約25cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック


＊素材
ポリエステル、ポリウレタン


＊コンディション
シワ

裏地なし
パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
8xa9gmPXHuahpzKvFELtma,714 an アン　キャバドレス　ツイードラメ　ゴールドチェックノースリーブ　ジップ　マーメイド　S,"0714

＊サイズ

肩幅 約36cm
身幅 約39cm
着丈 約82cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ライトブルー


＊素材
ポリエステル、ポリウレタン


＊コンディション
数カ所ほつれ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
MaAc5Dpobp8oLu7mYaXWtD,713 an アン　キャバドレス　マーメイド　フリル　チェック　ビジュー　ジップ　ゴールド金具　S,"0713

＊サイズ
S
肩幅 約cm
身幅 約38cm
着丈 約122cm
袖丈約12cm
素人採寸の為誤差はご了承下さい。

＊カラー
ベージュ


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
VdwJGG34x2CL4F4p6QPXnY,712 フラワークロシェレース　キャバドレス　スリット　S  ナイトドレス,"0712

＊サイズ
S
肩幅 約36cm
身幅 約42cm
着丈 約102cm
袖丈約9cm
素人採寸の為誤差はご了承下さい。

＊カラー
ミントグリーン


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
4JjYjSa3V2CMNUfPuyd8GX,711 MIGRATORY BIRDS  キャバドレス　総クロシェレース　ミディ　ノースリーブ　M,"0711

＊サイズ
M
肩幅 約31cm
身幅 約40cm
着丈 約96cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション

後ろ側毛玉

パッドなし


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
S9m9xe4gwJgrgzJNeEMeZ3,JEWELS ジュエルズ　キャバドレス　ツイード　フレア　フリル　M,"0710

＊サイズ
M
肩幅 約34cm
身幅 約41cm
着丈 約81cm
袖丈約8cm
素人採寸の為誤差はご了承下さい。

＊カラー
レッド


＊素材
ポリエステル、ポリウレタン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
o7R3JLwe6H6amNKhzWcrX,Tiara ティアラ　キャバドレス　ファー　ツイードラメ　タイト　ミディ　S,"0709

＊サイズ
S
肩幅 約37cm
身幅 約38cm
着丈 約106cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
ホワイト


＊素材
ポリエステル、ポリウレタン


＊コンディション
内側汚れ

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
5uEVAuLhqXxhs5vxivrnGP,JEAN MACLEAN キャバロングドレス　ストーン　ビジュー　ラメ　Mサイズ,"0698

＊サイズ
M
肩幅 約22cm
身幅 約37cm
着丈 約151cm
袖丈約cm
素人採寸の為誤差はご了承下さい。

＊カラー
イエロー


＊素材
ポリエステル、ポリウレタン


＊コンディション
内側毛玉

パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
jEuWSdY4kkmnmz6jmpf6m7,ELISABETTA FRANCHI  エリザベッタフランキ　キャバドレス　チェック　フリル　Vカット　ギャザー　タイト　38,"0708

＊サイズ
38
肩幅 約27cm
身幅 約36cm
着丈 約82cm
袖丈約10cm
素人採寸の為誤差はご了承下さい。

＊カラー
ブラック、ホワイト


＊素材
ポリエステル、ポリウレタン、ナイロン


＊コンディション


パッドあり


お値下げ不可


#ドレ買いショップ
#ドレ買い
#ドレ買



#ローブドフルール#ジュエルズ#キャバドレス#エルケイ#アンディ#シュガー#ロングドレス#ナイトドレス#AngelR#Andy#Ryuyu#JEAN MACLEAN#settan#an#DAZZY#GLAMOROUS#ERUKEI#suger#DEAbyROBEdeFLEURS#Glossy#IRMA#FEIMAN #JEWELS

気になる点はコメントで質問お願いします。"
